OBJECTID,FID,id,lat,long,cbsaName,cbsaGUID,plantId,tabID,panelID,panelNumbe,hoverText,heading,weeklyImpr,productTyp,POINT_X,POINT_Y
209,106747,435820,40.700422,-73.904911,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481234,503104,968,MYRTLE AVENUE  NL 5F W OF CATALPA AVENUE,W,44416,POSTERS,-8227057.06,4968253.894
210,107283,436420,40.65056,-73.94967,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480584,504041,691,NOSTRAND AVENUE EL 5F S OF CHURCH AVENUE,N,149205,POSTERS,-8232039.609,4960935.176
211,126212,713341,40.748669,-73.995131,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30752487,1068750,1210,W 29TH ST BTWN 7TH AVE & 8TH AVE,E,75818,BULLETINS,-8237100.304,4975340.781
212,106748,435820,40.700422,-73.904911,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481235,503105,969,MYRTLE AVENUE  NL 5F W OF CATALPA AVENUE,W,44416,POSTERS,-8227057.06,4968253.894
213,118540,683703,40.86121,-73.92131,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650821,1011869,1577,10TH AVENUE EL 50F S OF W 202ND STREET,S,63774,POSTERS,-8228882.588,4991891.674
214,92460,366337,40.74121,-73.94735,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,603183,366334,2002,I-495 (L.I.E) @ 23RD STREET S/L W/F,W,353577,BULLETINS,-8231781.348,4974244.81
215,107116,436215,40.807373,-73.908287,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480771,503724,361,SOUTHERN BOULEVARD  WL 25F N OF E 142ND STREET,N,45173,POSTERS,-8227432.874,4983970.609
216,99758,423285,40.75618,-73.98806,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30448961,478694,3006,42ND ST BTW 7 & 8TH AVE / PORT AUTHORITY,N,211060,BULLETINS,-8236313.164,4976444.516
217,113812,662916,40.5754,-73.9803,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30656925,999217,1731,SURF AVENUE  SL 150F E OF STILLWELL AVENUE,E,28387,POSTERS,-8235449.325,4949913.556
218,108007,442514,40.71258,-73.93708,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479156,523336,40467,GRAND STREET  NL 5F E OF CATHERINE STREET,W,29515,JR POSTERS,-8230638.096,4970039.27
219,106416,435397,40.74287,-73.91571,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480951,502466,176,ROOSEVELT STREET  SL 5F W OF 50TH STREET,E,31598,POSTERS,-8228259.199,4974488.708
220,123764,707556,40.813295,-73.884252,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30711082,1047457,1327,HUNTS POINT AVENUE  EL 150F N OF LONGFELLOW AVENUE,N,25299,POSTERS,-8224757.31,4984841.601
221,107756,437030,40.70498,-73.92737,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30709034,1047424,1780,FLUSHING AVENUE  NL 75F W OF IRVING AVENUE,W,32687,POSTERS,-8229557.184,4968923.188
222,107452,436650,40.70495,-73.78405,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481121,504393,934,LIBERTY AVENUE SL 75F W OF 177TH STREET,W,71770,POSTERS,-8213602.875,4968918.783
223,140182,729134,40.756411,-73.987405,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30818611,1111431,30102,7TH AVE @ 42ND ST,S,438561,Digital,-8236240.25,4976478.463
224,107189,436330,40.65525,-73.76635,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481489,503893,5042,ROCKAWAY BLVD  EL 25F S OF FARMERS BLVD,S,228167,BULLETINS,-8211632.52,4961623.338
225,92465,366349,40.63528,-73.92878,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30751515,1067327,1824,GLENWOOD ROAD  SL 50F W OF UTICA AVENUE,E,74268,POSTERS,-8229714.145,4958693.48
226,119439,684455,40.64003,-73.929131,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650853,1013234,1749,UTICA AVENUE  EL 75F N OF FOSTER AVENUE,S,58958,POSTERS,-8229753.218,4959390.287
227,107446,436631,40.65025,-73.95983,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481469,504371,4015,CHURCH AVENUE W/O FLATBUSH AVENUE,E,273141,BULLETINS,-8233170.615,4960889.691
228,151206,738772,40.755593,-73.989875,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30900057,1136762,1120,40TH ST BTWN 8TH AND 7TH AVENUES,S,133095,BULLETINS,-8236515.209,4976358.252
229,126216,713346,40.820948,-73.936957,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30859663,1123206,1197,MALCOLM X BLVD  WL 50F N OF W 145TH STREET,N,135849,POSTERS,-8230624.404,4985967.299
230,112821,671867,40.843097,-73.903985,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635664,991641,1654,WEBSTER AVENUE  WL 75F S OF E 173RD STREET,S,21790,POSTERS,-8226953.978,4989225.981
231,107092,436147,40.76459,-73.90451,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30492056,503620,820,49TH STREET WL 50F N OF 25TH AVENUE,S,16612,POSTERS,-8227012.421,4977680.507
232,107347,436529,40.88722,-73.8252,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481584,504206,7003,BOSTON POST RD S/O WESTCHESTER CNTY LINE,N,88631,BULLETINS,-8218183.672,4995720.845
233,92463,366349,40.63528,-73.92878,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,603197,366346,4002,KINGS HIGHWAY @ UTICA AVENUE,E,119452,BULLETINS,-8229714.145,4958693.48
234,116874,679082,40.84076,-73.91891,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30644979,1006469,1679,E 170TH STREET  NL 5F W OF INWOOD AVENUE,E,37608,POSTERS,-8228615.421,4988882.098
235,108918,664456,40.63682,-74.08636,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496361,529239,451,JERSEY STREET WL 5F S OF CORSON AVENUE,N,18879,POSTERS,-8247255.87,4958919.387
236,108033,442764,40.75623,-73.94422,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479480,523711,20011,40TH AVENUE  NL 5F E OF 10TH STREET,W,12337,JR POSTERS,-8231432.918,4976451.864
237,106774,435855,40.71517,-73.99451,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480297,503162,28,CANAL STREET SL 5F E OF FORSYTH STREET,W,114657,POSTERS,-8237031.175,4970419.648
238,107304,436453,40.74227,-73.95236,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480781,504095,162,JACKSON AVENUE EL 25F S OF 11TH STREET,N,27864,POSTERS,-8232339.058,4974400.551
239,123770,707569,40.712743,-73.937408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30716730,1047509,1816,GRAND STREET  NL 50F W OF CATHERINE STREET,E,44041,POSTERS,-8230674.609,4970063.208
240,113536,673829,40.810279,-73.903358,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30640122,996887,1661,E 149TH STREET  SL 75F W OF BRUCKNER BOULEVARD,N,70723,POSTERS,-8226884.181,4984398.006
241,161895,746702,40.823429,-73.882305,,,96453,30918505,1155397,7104,BRUCKNER EXPRWY 1.5Mi S/O I-95 CROSS BRONX F/S,S,0,BULLETINS,-8224540.571,4986332.264
242,107125,436236,40.82764,-73.91311,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480993,503762,340,MELROSE AVENUE  WL 5F S OF E 165TH STREET,N,58062,POSTERS,-8227969.768,4986951.748
243,107115,436213,40.683753,-73.761073,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30554956,612226,482,FARMERS BOULEVARD  WL 5F N OF MONTAUK STREET,S,33933,POSTERS,-8211045.087,4965806.618
244,106775,435855,40.71517,-73.99451,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480298,503163,29,CANAL STREET SL 5F E OF FORSYTH STREET,W,114657,POSTERS,-8237031.175,4970419.648
245,94432,436935,40.74737,-73.94792,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,482142,523827,20000,21ST STREET  EL 5F S OF 44TH DRIVE,N,37159,JR POSTERS,-8231844.8,4975149.907
246,118340,682462,40.680148,-73.761799,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650858,1009949,2538,FARMERS BOULEVARD  WL 75F N OF MERRICK BOULEVARD,S,83983,POSTERS,-8211125.905,4965277.427
247,111680,663165,40.763214,-73.996956,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599290,979713,1812,11TH AVENUE  WL 100F N OF W 45TH STREET,S,109020,POSTERS,-8237303.462,4977478.27
248,107754,437030,40.70498,-73.92737,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480625,504992,608,FLUSHING AVENUE  NL 75F W OF IRVING AVENUE,E,56706,POSTERS,-8229557.184,4968923.188
249,107442,436629,40.63247,-73.94742,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481475,504369,4021,FLATBUSH AVENUE S/O NOSTRAND AVENUE,N,204430,BULLETINS,-8231789.14,4958281.287
250,123178,698545,40.901666,-73.851582,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30665579,1034078,1325,WHITE PLAINS ROAD  EL 50F S OF E 240TH STREET,N,24175,POSTERS,-8221120.503,4997848.223
251,106660,435683,40.72339,-73.91317,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481250,502908,826,58TH STREET WL 5F S OF 56TH ROAD,N,38084,POSTERS,-8227976.447,4971626.968
252,111658,663348,40.749217,-73.947133,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599447,979627,1702,21ST STREET  WL 75F S OF 44TH AVENUE,S,45251,POSTERS,-8231757.191,4975421.305
253,119692,436380,40.700691,-73.944557,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30656926,1014227,1753,THROOP AVENUE WL 50F N OF FLUSHING AVENUE,S,90193,POSTERS,-8231470.432,4968293.393
254,107985,442321,40.651984,-73.909096,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635739,523036,40822,DITMAS AVENUE  NL 50F E OF ROCKAWAY PARKWAY,W,26870,JR POSTERS,-8227522.932,4961144.114
255,107995,442447,40.6476,-73.91549,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635736,523230,40354,DITMAS AVENUE  NL 5F W OF E 89TH STREET,E,31450,JR POSTERS,-8228234.709,4960500.88
256,121103,695218,40.839409,-73.877541,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30658298,1027853,70588,DEVOE AVENUE  EL 5F N OF E 177TH STREET,S,96215,JR POSTERS,-8224010.245,4988683.307
257,123624,699673,40.578951,-74.1014,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30707245,1038574,9519,HYLAN BOULEVARD  WL 50F S OF HAMDEN AVENUE,N,138944,POSTERS,-8248930.115,4950434.003
258,108064,443499,40.83191,-73.90959,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,482756,524784,70150,E 168TH STREET  SL 5F W OF BROOK AVENUE,E,36555,JR POSTERS,-8227577.924,4987579.953
259,107764,437052,40.6056,-73.98398,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480539,505027,652,KINGS HIGHWAY  NL 100F E OF W 11TH STREET,W,39950,POSTERS,-8235858.981,4954340.657
260,107398,693558,40.697315,-73.805736,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481133,504294,775,SUTPHIN BOULEVARD  WL 5F N OF 97TH AVENUE,S,51941,POSTERS,-8216016.949,4967797.69
261,110842,599098,40.82847,-73.91134,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635657,854674,1634,BROOK AVENUE EL 50F N OF E 165TH STREET,S,74645,POSTERS,-8227772.733,4987073.855
262,125873,712665,40.726657,-73.999902,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30747801,1066719,1102,Houston Street & West Broadway,N,172672,BULLETINS,-8237631.409,4972106.853
263,107591,436785,40.85945,-73.887455,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480947,504610,290,E FORDHAM ROAD  SL 50F E OF BATHGATE AVENUE,W,139848,POSTERS,-8225113.867,4991632.622
264,108925,444403,40.546351,-74.159044,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496337,529268,424,AMBOY ROAD  WL 5F S OF ARMSTRONG AVENUE,E,57453,POSTERS,-8255347.016,4945657.068
265,108094,443762,40.81935,-73.89018,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30636422,991388,70584,HUNTS POINT AVENUE  EL 5F N OF GARRISON AVENUE,S,39690,JR POSTERS,-8225417.212,4985732.235
266,107113,436207,40.87105,-73.85538,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480854,503713,210,LACONIA AVENUE EL 5F N OF BURKE AVENUE,S,65264,POSTERS,-8221543.294,4993340.134
267,112007,664256,40.65287,-73.920642,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599105,981687,2510,CHURCH AVENUE NL 5F E OF RALPH AVENUE,W,75325,POSTERS,-8228808.227,4961274.115
268,119443,684457,40.678261,-73.94455,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650850,1013242,1746,ATLANTIC AVENUE  NL 75F W OF BROOKLYN AVENUE,E,127590,POSTERS,-8231469.653,4965000.438
269,113062,672801,40.80772,-73.908008,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635669,994682,1663,SOUTHERN BOULEVARD  WL 5F S OF ST. MARY'S STREET,N,55494,POSTERS,-8227401.816,4984021.643
270,107307,436466,40.74001,-73.93454,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481279,504116,196,VAN DAM STREET EL 5F S OF HUNTERS POINT,N,105667,POSTERS,-8230355.345,4974068.503
271,112767,671777,40.870172,-73.915084,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635651,991403,1550,BROADWAY  EL 75F S OF W 216TH STREET,SW,80225,POSTERS,-8228189.513,4993210.882
272,107104,436186,40.83941,-73.87278,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480840,503682,304,E TREMONT AVENUE  SL 200F W OF VAN NEST AVENUE,E,65834,POSTERS,-8223480.253,4988683.454
273,107096,436150,40.67361,-73.73201,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481488,504212,5024,MERRICK BLVD E/O CROSS ISLAND PKWY,W,177993,BULLETINS,-8207809.808,4964317.762
274,118279,682330,40.68116,-73.873177,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650840,1009640,1729,ATLANTIC AVENUE  SL 50F E OF EUCLID AVENUE,E,45988,POSTERS,-8223524.447,4965425.979
275,112241,664893,40.750761,-73.948908,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635698,983104,2515,11TH STREET  WL 100F S OF 43RD ROAD,S,37023,POSTERS,-8231954.783,4975648.186
276,107263,436407,40.65152,-73.90945,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30656927,1015293,1755,DITMAS AVENUE NL 50F E OF ROCKAWAY PARKWAY,W,31731,POSTERS,-8227562.339,4961076.032
277,107288,436425,40.65011,-73.95595,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480583,504049,550,BEDFORD AVENUE  EL 100F S OF CHURCH AVENUE,N,79113,POSTERS,-8232738.695,4960869.15
278,110956,614969,40.841361,-73.916956,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30598603,898823,1641,JEROME AVENUE  EL 5F N OF MACOMBS ROAD,S,71679,POSTERS,-8228397.903,4988970.532
279,140351,729614,40.681194,-74.005922,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30830024,1113004,4047,BATTERY TUNNEL ENTRANCE (INBOUND),S,136878,BULLETINS,-8238301.553,4965430.97
280,111534,651550,40.840681,-73.866835,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635748,978016,41011,E TREMONT AVENUE  SL 5F E OF TAYLOR AVENUE,W,52422,JR POSTERS,-8222818.459,4988870.473
281,107123,436236,40.82764,-73.91311,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480990,503758,338,MELROSE AVENUE  WL 25F S OF E 165TH STREET,S,24560,POSTERS,-8227969.768,4986951.748
282,145871,734019,40.5174,-74.2409,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30874081,1124802,90037,ARTHUR KILL ROAD  WL 5F S OF ELLIS STREET,E,20628,JR POSTERS,-8264459.184,4941416.776
283,107286,436423,40.68009,-73.97532,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480621,504045,602,FLATBUSH AVENUE WL 5F N OF 6TH AVENUE,S,120959,POSTERS,-8234894.954,4965268.913
284,126532,713763,40.776317,-73.910741,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30755981,1070258,5072,DITMARS BOULEVARD NL 5F W OF 31ST STREET,SE,78077,BULLETINS,-8227706.052,4979404.247
285,123653,699759,40.843597,-73.857072,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30709031,1038961,1331,BRONXDALE AVENUE  NL 50F E OF PIERCE AVENUE,E,37178,POSTERS,-8221731.647,4989299.556
286,108036,442802,40.87492,-73.86732,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480158,523778,70556,WHITE PLAINS ROAD  WL 5F N OF MAGENTA STREET,S,24820,JR POSTERS,-8222872.449,4993909.861
287,108911,444382,40.525469,-74.23944,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496383,529458,493,ARTHUR KILL ROAD  WL 5F S OF OUTERBRIDGE CROSSING,S,18415,POSTERS,-8264296.658,4942598.413
288,107983,442307,40.67893,-73.96195,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479152,523012,40466,GRAND AVENUE  WL 5F S OF DEAN STREET,N,52203,JR POSTERS,-8233406.612,4965098.638
289,113090,673090,40.653931,-74.011871,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635679,995201,1710,2ND AVENUE  WL 50F N OF 42ND STREET,N,37464,POSTERS,-8238963.792,4961429.797
290,113355,673585,40.702304,-73.79158,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635676,996420,1707,LIBERTY AVENUE  NL 75F W OF MERRICK BOULEVARD,E,62215,POSTERS,-8214441.11,4968530.24
291,119543,684678,40.85944,-73.903236,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650814,1013853,1303,JEROME AVENUE  EL 150F N OF E 183RD STREET,S,78576,POSTERS,-8226870.6,4991631.151
292,106759,435830,40.818089,-73.960708,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480456,503124,69,W 125TH STREET  SL 5F W OF 12TH AVENUE,E,105360,POSTERS,-8233268.353,4985546.747
293,107589,436784,40.668,-73.92167,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481452,504608,4007,PITKIN AVENUE CL 5F W OF KINGS HIGHWAY,E,202330,BULLETINS,-8228922.663,4963494.387
294,92476,366482,40.7379,-73.93588,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,603184,366478,2003,I-495 (L.I.E.) @ 31ST STREET N/L E/F,E,345447,BULLETINS,-8230504.513,4973758.503
295,146036,734238,40.750287,-73.943649,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30877007,1125538,5079,QUEENSBORO BRIDGE & 21ST STREET,NW,137281,BULLETINS,-8231369.354,4975578.534
296,126660,714024,40.75544,-73.989801,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30761264,1070871,1109,40TH ST @ 8TH AVE / PORT AUTHORITY,W,434342,BULLETINS,-8236506.971,4976335.768
297,94431,436935,40.74737,-73.94792,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480778,386806,125,21ST STREET EL 100F S OF 44TH DRIVE,N,46009,POSTERS,-8231844.8,4975149.907
298,119444,684457,40.678261,-73.94455,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650851,1013243,1747,ATLANTIC AVENUE  NL 75F W OF BROOKLYN AVENUE,E,127590,POSTERS,-8231469.653,4965000.438
299,111978,664150,40.652954,-73.920154,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635758,981330,41032,REMSEN AVENUE  WL 5F N OF CHURCH AVENUE,S,56932,JR POSTERS,-8228753.903,4961286.441
300,107681,436900,40.5827,-73.835816,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480411,504799,757,BEACH CHANNEL DRIVE  NL 150F W OF B 112TH STREET,W,40226,POSTERS,-8219365.439,4950983.5
301,108047,443013,40.67451,-73.90622,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479102,524086,40362,E NEW YORK AVENUE  NL 50F W OF JUNIUS STREET,E,39255,JR POSTERS,-8227202.777,4964449.861
302,106704,435757,40.75274,-73.90717,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480919,503012,851,BROADWAY SL 50F E OF 54TH STREET,W,60513,POSTERS,-8227308.53,4975938.995
303,123766,707556,40.813295,-73.884252,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30711084,1047459,1329,HUNTS POINT AVENUE  EL 150F N OF LONGFELLOW AVENUE,S,30015,POSTERS,-8224757.31,4984841.601
304,107695,436939,40.74686,-73.92432,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480827,504850,138,39TH STREET EL 600F N OF SKILLMAN AVENUE,N,40435,POSTERS,-8229217.66,4975074.968
305,123654,699759,40.843597,-73.857072,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30709032,1038962,1332,BRONXDALE AVENUE  NL 50F E OF PIERCE AVENUE,W,30415,POSTERS,-8221731.647,4989299.556
306,107678,436895,40.5907,-73.8044,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481154,504793,751,BEACH CHANNEL DRIVE  SL 200F W OF B 75TH STREET,E,10207,POSTERS,-8215868.226,4952156.175
