OBJECTID,FID,id,lat,long,cbsaName,cbsaGUID,plantId,tabID,panelID,panelNumbe,hoverText,heading,weeklyImpr,productTyp,POINT_X,POINT_Y
429,107673,436892,40.58185,-73.83767,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481156,504787,752,BEACH CHANNEL DRIVE  SL 300F E OF B 116TH STREET,E,40136,POSTERS,-8219571.826,4950858.911
430,164834,749802,40.758138,-73.985243,,,96453,0,1164640,30105,BROADWAY & 7TH AVE @ 45TH ST,W,0,Digital,-8235999.577,4976732.263
431,108029,442738,40.632181,-73.936756,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30652398,1009111,40995,AVENUE H  SL 50F E OF ALBANY AVENUE,W,32772,JR POSTERS,-8230602.029,4958238.895
432,116882,679104,40.839256,-73.842625,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30652405,1006503,70586,COMMERCE AVENUE  SL 75F E OF WESTCHESTER AVENUE,W,15614,JR POSTERS,-8220123.414,4988660.794
433,123626,699690,40.663,-73.921538,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30707238,1038690,1791,E 98TH STREET  WL 50F S OF WINTHROP STREET,N,34824,POSTERS,-8228907.969,4962760.6
434,96633,423920,40.75651,-73.98701,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,14925273,463683,3005,7TH AVENUE @ 42ND ST,SE,502888,BULLETINS,-8236196.279,4976493.012
435,123769,707569,40.712743,-73.937408,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30716729,1047508,1815,GRAND STREET  NL 50F W OF CATHERINE STREET,E,44041,POSTERS,-8230674.609,4970063.208
436,125493,712004,40.7148,-73.9306,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30736904,1064724,1901,GRAND STREET  NL 5F E OF METROPOLITAN AVENUE,W,34223,POSTERS,-8229916.746,4970365.307
437,126516,713739,40.5175,-74.24093,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30755843,1070177,9524,ARTHUR KILL ROAD  WL 50F S OF ELLIS STREET,S,18765,POSTERS,-8264462.524,4941431.419
438,112244,664893,40.750761,-73.948908,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30652400,999087,50657,11TH STREET  WL 100F S OF 43RD ROAD,S,21775,JR POSTERS,-8231954.783,4975648.186
439,107731,436984,40.70183,-73.93689,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480335,504921,607,FLUSHING AVENUE  NL 100F E OF BUSHWICK AVENUE,W,56568,POSTERS,-8230616.946,4968460.639
440,106450,435437,40.75574,-73.912419,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480923,502527,150,BROADWAY  SL 25F W OF NEWTOWN ROAD,E,42730,POSTERS,-8227892.846,4976379.855
441,113656,437126,40.68276,-73.97667,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30640232,998453,4533,FLATBUSH AVE @ BARCLAY'S CENTER ENTRANCE,E,414299,BULLETINS,-8235045.235,4965660.849
442,107445,436630,40.697641,-73.806163,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481135,504370,773,SUTPHIN BOULEVARD  WL 50F N OF 97TH AVENUE,S,51941,POSTERS,-8216064.483,4967845.556
443,108002,442473,40.60338,-73.75428,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479536,523273,50592,CORNAGA AVENUE  NL 50F W OF BEACH 21ST STREET,E,13815,JR POSTERS,-8210288.893,4954015.153
444,107675,436892,40.58185,-73.83767,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481158,504789,754,BEACH CHANNEL DRIVE  SL 300F E OF B 116TH STREET,W,52304,POSTERS,-8219571.826,4950858.911
445,108048,443013,40.67451,-73.90622,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479103,524087,40363,E NEW YORK AVENUE  NL 50F W OF JUNIUS STREET,E,39255,JR POSTERS,-8227202.777,4964449.861
446,119446,684457,40.678261,-73.94455,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650883,1013246,40999,ATLANTIC AVENUE  NL 75F W OF BROOKLYN AVENUE,E,91698,JR POSTERS,-8231469.653,4965000.438
447,106663,435688,40.75165,-73.90985,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480953,502915,794,WOODSIDE AVENUE WL 5F N OF 37TH AVENUE,N,46063,POSTERS,-8227606.867,4975778.821
448,108910,444382,40.525469,-74.23944,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496384,529457,494,ARTHUR KILL ROAD  WL 5F S OF OUTERBRIDGE CROSSING,S,18284,POSTERS,-8264296.658,4942598.413
449,107686,436910,40.74442,-73.93895,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480769,504813,195,THOMPSON AVENUE SL 5F W OF SKILLMAN AVENUE,E,86698,POSTERS,-8230846.264,4974716.449
450,107323,436482,40.818843,-73.927443,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481581,504242,7019,GRAND CONCOURSE  WL 5F N OF E 149TH ST,S,175097,BULLETINS,-8229565.31,4985657.657
451,124252,709068,40.842418,-73.90384,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30736898,1053689,1343,WEBSTER AVENUE  EL 5F N OF BELMONT STREET,S,35134,POSTERS,-8226937.837,4989126.067
452,107758,463767,40.673914,-74.000295,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30491964,504996,643,HAMILTON AVENUE  WL 5F N OF CENTRE STREET,NE,596649,POSTERS,-8237675.158,4964362.382
453,118551,683705,40.679562,-73.761162,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30663453,1029566,2550,MERRICK BOULEVARD  NL 75F E OF FARMERS BOULEVARD,W,49600,POSTERS,-8211054.994,4965191.408
454,107612,436826,40.70174,-73.93725,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480336,504677,563,BUSHWICK AVENUE  EL 50F S OF FLUSHING AVENUE,N,66476,POSTERS,-8230657.021,4968447.424
455,106536,518672,40.76241,-73.8343,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481035,502667,975,NORTHERN BOULEVARD  NL 200F E OF COLLINS PLACE,W,112769,POSTERS,-8219196.679,4977360.104
456,108063,443415,40.67943,-73.87971,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30491992,524648,40148,ATLANTIC AVENUE  NL 5F E OF HALE AVENUE,S,88600,JR POSTERS,-8224251.697,4965172.032
457,107368,436545,40.744755,-73.928333,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481506,504232,5509,QUEENS BOULEVARD W/O 36TH STREET,E,360396,BULLETINS,-8229664.385,4974765.671
458,111678,663165,40.763214,-73.996956,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599286,979711,1568,11TH AVENUE  WL 50F S OF W 46TH STREET,N,213713,BULLETINS,-8237303.462,4977478.27
459,111859,366352,40.75198,-73.93192,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635707,991886,2525,HONEYWELL STREET  WL 100F S OF NORTHERN BOULEVARD,S,14684,POSTERS,-8230063.688,4975827.314
460,118548,683705,40.679562,-73.761162,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650889,1011881,50665,FARMERS BOULEVARD  EL 50F N OF MERRICK BOULEVARD,N,28610,JR POSTERS,-8211054.994,4965191.408
461,106396,684127,40.74591,-73.93307,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480817,502441,184,SKILLMAN AVENUE  NL 50F E OF 32ND PLACE,W,27717,POSTERS,-8230191.705,4974935.379
462,107387,436569,40.729326,-73.886836,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481512,504276,5023,LONG ISLAND EXPWY E/O GRAND AVE,W,588579,BULLETINS,-8225044.96,4972498.917
463,145983,734178,40.760773,-73.901974,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30877006,1125316,5078,BQE .25mi S/O GRAND CENTRAL PARKWAY,N,234762,BULLETINS,-8226730.114,4977119.515
464,144804,713344,40.725679,-74.007144,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30752490,1121084,1227,SPRING ST E/O HUDSON ST,W,154764,BULLETINS,-8238437.585,4971963.194
465,107594,448344,40.653806,-73.920856,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481264,505051,706,REMSEN AVENUE EL 5F N OF RALPH AVENUE,S,77763,POSTERS,-8228832.049,4961411.455
466,92458,366331,40.75205,-73.99331,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,602518,366328,1013,8TH AVENUE @ 34TH ST E/L  S/F,S,766343,BULLETINS,-8236897.591,4975837.601
467,113652,674422,40.697738,-73.968618,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30640127,998437,1720,FLUSHING AVENUE  SL 5F E OF WAVERLY AVENUE,E,43692,POSTERS,-8234148.89,4967859.799
468,106740,539694,40.713583,-73.754924,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480695,503085,921,JAMAICA AVENUE SL 50F E OF 205TH STREET,E,58455,POSTERS,-8210360.583,4970186.573
469,108017,442642,40.809384,-73.902854,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479933,523539,70070,BRUCKNER BOULEVARD  EL 5F N OF E 149TH STREET,S,24250,JR POSTERS,-8226828.075,4984266.373
470,94963,395897,40.837298,-73.875171,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,622858,392572,7001,AT EXIT 5 OFF BRONX RIVER PARKWAY,NE,139764,BULLETINS,-8223746.418,4988372.695
471,118293,682359,40.840462,-73.866821,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650835,1009695,1693,E TREMONT AVENUE  NL 75F E OF TAYLOR AVENUE,E,60689,POSTERS,-8222816.9,4988838.248
472,108004,442487,40.67947,-73.75736,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479685,523288,50368,MERRICK BOULEVARD  NL 75F E OF MONTAUK STREET,E,56280,JR POSTERS,-8210631.758,4965177.904
473,123633,699696,40.828522,-73.911644,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30707236,1038712,1341,WEBSTER AVENUE  EL 50F N OF E 166TH STREET,N,25947,POSTERS,-8227806.574,4987081.505
474,125628,712309,40.5983,-73.9884,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30746575,1065647,1821,86TH STREET  SL 75F E OF BAY 37TH STREET,W,35886,POSTERS,-8236351.013,4953270.347
475,108913,444449,40.64628,-74.08937,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496381,529460,491,RICHMOND TERRACE  SL 75F W OF YORK AVENUE,W,53909,POSTERS,-8247590.942,4960307.214
476,108020,442700,40.65735,-73.76822,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635775,523617,50201,GUY BREWER BOULEVARD  WL 5F S OF 149TH ROAD,N,30229,JR POSTERS,-8211840.687,4961931.486
477,107434,436615,40.80918,-73.92925,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30491883,504351,7022,MAJOR DEEGAN EXPWY E/O 3RD AVENUE,W,584155,BULLETINS,-8229766.465,4984236.37
478,107184,436326,40.84996,-73.93615,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481547,503888,1044,BROADWAY S/O W 181ST STREET,N,234725,BULLETINS,-8230534.569,4990235.924
479,124250,709045,40.659456,-73.768108,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30718772,1053582,2556,GUY R BREWER BOULEVARD WL 5F S OF 148TH AVENUE,N,29646,POSTERS,-8211828.219,4962240.525
480,108000,442459,40.670239,-73.992062,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,478914,523252,40022,3RD AVENUE  WL 50F N OF 11TH STREET,S,36620,JR POSTERS,-8236758.665,4963822.995
481,107987,442403,40.67968,-73.76161,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,479555,523157,50152,MERRICK BOULEVARD  NL 75F W OF FARMERS BOULEVARD,E,37762,JR POSTERS,-8211104.865,4965208.729
482,109135,448324,40.89072,-73.89783,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30491873,546535,472,BROADWAY WL 5F S OF MANHATTAN COLLEGE,N,49774,POSTERS,-8226268.806,4996236.227
483,107755,437030,40.70498,-73.92737,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480626,504993,609,FLUSHING AVENUE  NL 75F W OF IRVING AVENUE,E,56706,POSTERS,-8229557.184,4968923.188
484,112863,672029,40.695437,-73.962525,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635712,992033,2528,PARK AVENUE  SL 50F W OF EMERSON PLACE,E,45992,POSTERS,-8233470.621,4967521.952
485,140207,729182,40.816556,-73.892039,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30820327,1111644,1348,LAFAYETTE AVENUE  NL 50F E OF GARRISON AVENUE,W,18649,POSTERS,-8225624.155,4985321.254
486,124198,708576,40.7136,-73.92,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30720367,1051447,2558,METROPOLITAN AVE  SL 150F E OF WOODWARD AVENUE,E,42485,POSTERS,-8228736.759,4970189.069
487,164556,748773,40.728173,-73.907071,,,96453,0,1161660,5081,Long Island Expwy 3mi. E/O Midtown Tunnel,E,0,BULLETINS,-8227297.51,4972329.545
488,108039,442828,40.70176,-73.82038,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,482243,523825,50271,JAMAICA AVENUE  SL 5F E OF 132ND STREET,W,28289,JR POSTERS,-8217647.112,4968450.361
489,108906,444381,40.5441,-74.2331,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496373,529223,464,ARTHUR KILL ROAD  SL 5F W OF JOHNSON STREET,E,27892,POSTERS,-8263590.892,4945327.311
490,118272,681925,40.632301,-73.936661,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30653107,1009113,1735,AVENUE H  SL 50F E OF ALBANY AVENUE,W,38708,POSTERS,-8230591.454,4958256.497
491,126206,713323,40.718051,-74.000681,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30752495,1068732,1218,LAFAYETTE STREET S/O CANAL STREET,N,158464,BULLETINS,-8237718.127,4970842.78
492,107600,436809,40.67615,-73.90524,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30491983,504641,4030,ATLANTIC AVENUE  NL 500F E OF EASTERN PARKWAY,W,125333,BULLETINS,-8227093.684,4964690.579
493,107322,436482,40.818843,-73.927443,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481572,504222,7018,GRAND CONCOURSE  WL 5F N OF E 149TH STREET,N,119330,BULLETINS,-8229565.31,4985657.657
494,107773,448348,40.712443,-73.96642,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481270,505056,740,WILLIAMSBURG BRIDGE NL 5F W OF BERRY STREET,S,247060,POSTERS,-8233904.21,4970019.15
495,126057,713091,40.6578,-73.7678,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30751517,1068044,2560,GUY BREWER BOULEVARD  WL 5F N OF 149TH ROAD,S,29992,POSTERS,-8211793.933,4961997.519
496,107330,436488,40.6222,-73.93666,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481470,504154,4016,FLATBUSH AVENUE S/O KINGS HIGHWAY,N,189622,BULLETINS,-8230591.342,4956774.949
497,110843,599098,40.82847,-73.91134,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635658,854691,1640,BROOK AVENUE EL 50F N OF E 165TH STREET,S,74645,POSTERS,-8227772.733,4987073.855
498,118166,679643,40.809181,-73.907501,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650825,1008674,1675,SOUTHERN BOULEVARD  WL 5F N OF E 144TH STREET,N,32527,POSTERS,-8227345.377,4984236.517
499,107639,436853,40.70721,-73.95081,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480328,504724,721,UNION AVENUE WL 75F S OF S 4TH STREET,N,56011,POSTERS,-8232166.513,4969250.657
500,107109,436187,40.84135,-73.86343,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480836,503685,301,E TREMONT AVENUE  NL 300F E OF UNIONPORT ROAD,E,80580,POSTERS,-8222439.416,4988968.913
501,126497,713706,40.5251,-74.2367,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30755561,1070024,2015,OUTERBRIDGE CROSSING SI SIDE F/E,E,320026,BULLETINS,-8263991.642,4942544.373
502,124197,708576,40.7136,-73.92,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30720366,1051446,2557,METROPOLITAN AVE  SL 150F E OF WOODWARD AVENUE,E,42485,POSTERS,-8228736.759,4970189.069
503,107426,436607,40.861991,-73.89786,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481579,504340,7012,E FORDHAM ROAD  SL 5F W OF GRAND CONCOURSE,E,141982,BULLETINS,-8226272.146,4992006.63
504,92464,366349,40.63528,-73.92878,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635686,991885,1719,UTICA AVENUE  WL 5F N OF KINGS HIGHWAY,S,36221,POSTERS,-8229714.145,4958693.48
505,107694,436936,40.74201,-73.91488,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480925,504845,171,QUEENS BOULEVARD  NL 100F E OF 50TH STREET,W,130492,POSTERS,-8228166.804,4974362.351
506,108606,500975,40.75334,-73.92028,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30496275,526419,5054,NORTHERN BLVD  NL 5F W OF 43RD STREET,E,140711,BULLETINS,-8228767.929,4976027.166
507,107421,436600,40.86181,-73.89789,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,481576,504329,7021,GRAND CONCOURSE  WL 250F S OF E FORDHAM ROAD,S,143060,BULLETINS,-8226275.486,4991979.988
508,121164,695672,40.67968,-73.95793,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30663449,1029570,1762,ATLANTIC AVENUE  SL 75F E OF CLASSON AVENUE,W,116876,POSTERS,-8232959.108,4965208.729
509,106765,435836,40.71279,-73.99416,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30492027,503134,44,MANHATTAN BRIDGE EL 100F S OF HENRY STREET,N,226828,POSTERS,-8236992.213,4970070.111
510,126215,713346,40.820948,-73.936957,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30859662,1123205,1196,MALCOLM X BLVD  WL 50F N OF W 145TH STREET,N,135849,POSTERS,-8230624.404,4985967.299
511,111536,651550,40.840681,-73.866835,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635750,978018,41013,E TREMONT AVENUE  SL 5F E OF TAYLOR AVENUE,W,52764,JR POSTERS,-8222818.459,4988870.473
512,110846,599100,40.67677,-73.98368,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599094,854677,1637,4TH AVENUE  WL 5F S OF PRESIDENT STREET,N,70188,POSTERS,-8235825.585,4964781.583
513,123180,698546,40.627922,-74.170055,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30665581,1034080,90024,FOREST AVENUE  NL 150F W OF NORTHFIELD AVENUE,W,14875,JR POSTERS,-8256572.755,4957614.187
514,112857,671983,40.674109,-73.906728,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30635767,991925,41044,E NEW YORK AVENUE  NL 5F E OF CHRISTOPHER AVENUE,E,32355,JR POSTERS,-8227259.327,4964391.004
515,107305,436453,40.74227,-73.95236,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480782,504096,163,JACKSON AVENUE EL 25F S OF 11TH STREET,N,28016,POSTERS,-8232339.058,4974400.551
516,140212,729182,40.816556,-73.892039,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30820332,1111649,1353,TIFFANY STREET  WL 50F S OF GARRISON AVENUE,N,46910,POSTERS,-8225624.155,4985321.254
517,111717,663533,40.826865,-73.892198,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30598606,979953,1644,SOUTHERN BOULEVARD  WL 5F N OF E 167TH STREET,S,45186,POSTERS,-8225641.855,4986837.734
518,107091,436147,40.76459,-73.90451,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30492055,503619,819,49TH STREET WL 50F N OF 25TH AVENUE,N,26151,POSTERS,-8227012.421,4977680.507
519,126522,713751,40.74623,-73.988406,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30752499,1070226,1222,BROADWAY BTWN W 29TH ST & W 30TH ST,N,181570,BULLETINS,-8236351.681,4974982.399
520,119442,684455,40.64003,-73.929131,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650856,1013237,1752,UTICA AVENUE  EL 75F N OF FOSTER AVENUE,N,47233,POSTERS,-8229753.218,4959390.287
521,106503,435495,40.73841,-73.88933,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,480978,502616,987,QUEENS BOULEVARD  SL 5F E OF 74TH STREET,E,113132,POSTERS,-8225322.591,4973833.431
522,110500,552419,40.67099,-73.995342,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30599089,754183,1605,HAMILTON PLACE  EL 5F S OF 12TH STREET,W,18092,POSTERS,-8237123.793,4963933.219
523,120883,694277,40.657429,-73.889816,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30659640,1026470,1760,PENNSYLVANIA AVENUE WL 50F S OF LINDEN BOULEVARD,S,55874,POSTERS,-8225376.692,4961943.079
524,118342,682462,40.680148,-73.761799,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650860,1009951,2540,MERRICK BOULEVARD  NL 75F W OF FARMERS BOULEVARD,E,95884,POSTERS,-8211125.905,4965277.427
525,123630,699696,40.828522,-73.911644,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30707233,1038709,1338,WEBSTER AVENUE  EL 50F N OF E 166TH STREET,S,65887,POSTERS,-8227806.574,4987081.505
526,119445,684457,40.678261,-73.94455,"New York-Northern New Jersey-Long Island, NY-NJ-PA",F431156E-10EE-DD11-BFE8-001EC9ACE3EE,96453,30650882,1013245,40998,ATLANTIC AVENUE  NL 75F W OF BROOKLYN AVENUE,E,91698,JR POSTERS,-8231469.653,4965000.438
